T_i,B_i
50110,18299
70454,43543
45249,54403
45321,66417
67179,36595
85460,94626
16501,15192
50524,43185
8940,76666
85935,4952
56124,58192
68945,53841
28914,60952
2452,96842
49895,41244
81071,21176
7635,24007
24509,88732
65667,87258
85495,74493
5779,2434
43729,61876
95628,75511
97026,47029
73439,60410
9838,18439
63934,47864
92109,92710
60020,29519
55005,2667
61959,25682
28909,38415
33533,45139
47276,62208
75269,91656
61872,89209
76064,59481
77944,39788
91491,90818
40566,88182
9813,2345
33199,1256
92517,71764
20107,70963
42191,76853
25981,55607
43866,15351
80376,98479
62229,44280
99280,46380
82153,75923
20471,61685
28009,37646
23239,51571
53280,6153
95433,61729
39254,60827
56413,6129
33033,70373
30126,9802
75295,53075
62525,60943
27697,81223
61202,30086
4202,10456
74667,58816
49592,54569
43935,31651
3373,24099
55855,26752
6101,41429
19552,46924
74512,53990
36585,83787
59246,95131
45093,56786
54947,36674
72142,58647
6451,26952
68124,71653
41460,56114
75288,92621
16536,49034
99282,89497
47417,78166
42748,93286
13838,78875
11633,33962
11358,52198
91151,4466
68782,23774
13014,37284
25491,21111
86483,60368
20355,59726
97584,27069
4804,71078
14604,94685
37496,47800
75044,62973
81876,21409
27047,16053
43525,48439
93633,24664
13365,94048
42953,38327
7695,33574
86273,58123
70906,64999
90207,8439
32113,43186
8301,17305
85559,96394
70131,12708
73422,5952
93538,96039
15288,10545
11299,36240
56045,32904
35938,83092
53171,43988
27580,59140
93560,93043
26512,90160
23006,88708
10768,46605
81881,15081
61474,57288
6587,12526
81958,63029
35239,84919
26657,51438
41894,43546
87064,9375
81711,25258
42208,44476
35369,68154
83410,89149
23735,40402
6720,50869
45985,86324
85200,14967
58178,81765
82172,4224
27997,7233
38311,30410
76265,96909
61009,95024
98533,9563
68918,53280
53549,58296
65880,34918
53734,43002
20713,20811
98265,37811
82465,346
53311,96070
95609,54916
55678,48824
60507,5403
7010,48804
26274,10885
60461,30219
24911,60136
72871,45298
4430,84042
98263,49671
27934,34758
77596,96761
38410,78022
68375,69993
39432,63820
49493,46395
23462,96914
29137,57524
7337,5918
79262,95596
80203,63416
36437,30687
67634,58289
499,64223
64207,74197
11114,53191
73614,57218
25572,3262
88159,4687
68467,47256
56742,60147
60847,81185
87128,40888
60074,53872
67982,96387
7881,51654
45794,16829
55353,42367
63940,10648
86307,41704
56898,79121
99325,92050
53243,89838
24101,84384
33464,83921
11721,47540
97577,79311
49784,82755
98871,87184
20437,92386
18402,68265
75687,78052
28203,25345
74342,77185
42359,43386
31488,90176
81791,53354
8932,24507
1377,54410
35967,12188
358,57908
87026,36847
27071,67710
25046,23993
74016,68974
76656,29113
23026,8587
94866,61566
32960,25987
76697,20090
13482,13518
52731,35176
29718,70528
5828,13204
22180,37295
46431,4106
85111,12585
21909,8641
47730,35604
16195,59383
69681,7631
99364,57473
73180,3779
64833,15300
54728,74358
49905,509
42252,67847
65078,33862
50227,39536
89473,14999
40757,13235
33359,19256
65750,63900
43335,2124
86378,97247
13503,85626
47468,76342
19948,66957
82524,6291
75371,51769
8554,88368
18856,63021
7149,87854
98123,86609
42317,35603
64853,9245
41575,36958
9598,79613
88425,48911
64795,794
36159,85288
49407,91162
29383,52524
18377,15209
2503,27836
41834,75300
61147,61226
67331,25783
7357,97659
26616,91498
86050,25307
67100,93432
48735,23830
33834,18179
8619,61378
33789,89545
77769,64846
37189,57911
78171,99066
59187,16776
84931,67214
17307,81145
41390,71139
11096,49453
98353,48981
5977,55181
15343,42170
90850,14582
44453,61472
56560,28952
61240,70762
33755,73033
29582,8906
77648,30985
54744,22563
8157,85423
63026,16868
86215,67159
29468,77073
63975,78338
21655,72541
15101,59448
57219,11722
42538,38504
98979,3838
32911,84548
52598,82600
75309,30167
55591,23710
26563,59880
81769,9044
47601,89329
82297,28111
32013,3877
88185,14571
24893,81324
44933,75501
68301,32071
1763,82725
65697,1235
65399,37172
79760,75379
64525,19202
93302,67047
55363,37047
70574,33907
34020,60750
77754,47778
19181,13524
57258,81758
8959,73618
10754,81835
80824,92761
9094,43719
24017,52891
95308,5432
31361,99796
13408,2557
73948,69356
79267,99744
6992,81029
50020,33652
67926,14877
94155,40988
90488,35253
88028,41579
43201,57963
1394,45776
14494,81694
15542,96927
64918,40161
96702,69658
44763,79147
80440,43779
37854,47027
94590,52745
84515,12472
6031,12070
74315,89329
9141,79128
31828,41849
49656,9069
58653,26533
58415,38995
67923,94432
13701,63513
70589,46210
51006,76134
90425,29978
7161,84324
21737,91946
27276,45393
97495,394
14377,43611
45983,9968
31094,3847
53062,20634
54754,90812
33814,6612
75505,4115
72112,30886
5612,23572
1920,5311
4583,92180
82766,98558
10023,9847
74453,43051
19005,11428
56746,16461
20592,61722
10693,54128
81550,7281
44236,8340
58323,93086
83064,65632
18765,28016
31852,44904
49366,99122
73918,53946
11327,29559
85981,35602
25496,33182
36684,23899
57982,32235
63206,96951
60618,62749
47467,3413
4371,47579
32820,30091
11186,4876
37790,22490
68818,14637
29597,85143
28691,91001
39185,81757
21015,11145
24079,47238
80670,982
72526,65928
95242,66964
18693,91641
24428,7899
74505,45906
65495,43576
51512,39938
21534,60904
21251,7055
41757,69469
25416,75170
35751,5894
82483,64431
95175,6821
35032,45370
52932,8137
68313,93821
23912,30953
12977,20959
50991,70999
22846,78661
37237,27395
61372,65261
11339,25962
11519,54321
13250,9600
5127,51901
65773,14296
92896,83957
60367,41040
26703,40976
87004,57957
32985,4493
33590,69209
48616,14427
36719,85429
60713,79295
921,29762
96627,13189
12020,42754
27597,36234
18572,81298
88383,38605
75177,99606
48141,40758
75491,15565
28636,76090
87037,24403
4886,22393
46522,65668
6284,67870
97675,56089
42851,25997
38227,30186
50760,73205
24650,49266
47931,42390
22333,91098
61570,95185
61210,54628
20150,77953
48381,68480
46748,69457
54357,80176
79167,52324
8160,30084
79489,42266
49781,39361
51169,41884
96409,31572
55084,57500
56705,39512
37531,1377
3829,46428
9813,71854
61508,20811
60700,24117
9900,30582
63958,37082
79932,73473
82881,59952
15185,6987
30827,64617
86938,6484
84697,68069
70925,63852
76633,86244
63414,30228
204,29917
74005,85553
54498,80753
77149,57437
60761,71151
50493,42729
93910,70773
6124,46581
603,67607
46031,49560
64973,82821
5623,21159
42708,65246
4372,18037
37164,12455
96998,6375
52720,5387
64568,69856
59719,65839
63795,7190
44586,2184
56151,97610
15158,1748
79298,41248
66965,30052
84804,12318
7477,25959
63646,36979
21029,13042
14109,12729
60605,73289
814,59671
15796,92184
36581,61928
36215,49724
33394,25399
30924,77087
84681,23964
73667,58829
3832,69333
60489,4343
43553,83718
55705,45732
74579,1482
42619,6233
22623,52178
82720,95960
87013,48412
49357,50402
6866,22797
57916,62113
71957,9690
34896,58299
20960,91155
88702,22280
91405,51183
18808,93727
19277,36100
17288,80547
98626,15663
41303,15478
21060,53468
19723,17883
31334,76809
65626,84635
32692,17180
88438,40724
1268,88306
99749,5391
52998,19395
75262,89821
64982,71015
67470,49868
55367,40666
40870,74725
91734,88222
55353,94084
83025,75677
5525,50376
5014,29618
87409,29288
33129,33640
87461,85903
9229,2743
35942,6220
22900,4976
27625,92978
12344,12345
99016,92123
30333,43313
39903,97239
56076,14
31309,6009
69211,34420
2468,51494
67132,68505
77658,6294
68243,60654
93775,16639
42691,36567
67988,35683
38481,77764
79762,9311
16733,47005
56198,91511
32699,11663
73278,48901
25200,52904
48481,12081
32317,60906
59588,6982
43203,16556
95554,86745
95825,64527
75608,51868
91103,50940
50414,5841
72865,46036
55070,13471
15669,12462
66095,84981
68541,33472
14248,5130
60432,3694
66878,11692
62340,21951
11361,87647
74418,25714
5518,70486
51691,39147
75036,59767
47818,55004
1478,39220
4323,70514
5543,45426
47619,17753
87071,79881
75120,5827
19706,40318
36037,75950
93844,40930
877,40795
80974,92445
5911,50858
96677,85205
25041,37128
24640,92218
86630,92794
79280,99244
94746,57718
83200,51597
64123,35931
15698,65769
54625,6191
59293,24053
89704,16744
57480,82915
67515,86492
96819,56717
94199,63564
5693,31523
8060,87077
22265,97730
84443,88613
25163,37778
78719,22140
92678,5583
30476,89445
68013,51515
42178,67215
64034,88142
27226,3336
97554,8513
2346,53593
48426,67166
80860,79855
4923,59677
18582,47614
48323,10373
27617,21219
86136,91722
599,30366
68668,21337
78026,8368
94349,39514
23596,40646
8664,66256
4680,23464
97474,55905
19056,35144
28730,6300
68042,30099
30736,3122
29775,44418
48364,2810
24415,45333
42663,47258
57677,12379
61497,56405
61783,18460
71016,55586
63859,23362
11444,43268
44094,45494
21594,37620
59712,82649
48852,66155
39424,53533
27084,50419
84456,65990
48934,40602
75964,95216
46350,96006
47330,89641
79309,72586
32007,6873
65427,6920
97196,86844
30992,77495
46050,22521
2368,29778
32709,55991
36516,86708
72563,59351
88571,88956
30882,9349
60914,42086
67739,4253
65635,16034
12071,19251
68794,93902
15493,20019
32302,45827
47857,67516
16272,82857
69298,10156
22399,28534
59981,87108
38847,26011
94986,91522
50389,58119
39532,95892
60852,20441
72859,3179
47174,98618
57862,76818
54886,81605
15753,17768
31061,26627
59244,8797
30908,3986
17587,39672
64916,26934
55873,83093
59144,97983
89428,43265
63582,98193
92733,46652
11820,67362
29462,64183
60910,77560
61357,61146
37032,21321
24128,17710
75307,42443
61682,23604
89906,69793
43963,75280
67621,61732
29223,2800
28983,16047
18350,39068
15139,55028
31812,68317
51512,43054
44068,58394
63476,51164
73962,58723
24593,57401
41594,47143
49243,70138
51276,67367
86450,1369
22396,74616
28928,40579
9652,57109
46632,26841
83621,50062
21669,89239
68857,42444
94932,31285
6532,3992
97605,94711
2686,33059
44577,13213
95435,44846
24312,80339
88043,63971
86420,73782
34507,12226
81599,36103
46317,50040
81839,27130
98593,96290
86737,49679
65312,43292
40947,79888
35209,91861
24906,57265
16926,66322
66056,8807
51747,4532
37555,66557
40965,44162
99888,33729
92441,81616
96259,67783
2946,80890
90165,54421
44741,30886
18475,53644
98390,86419
78263,23360
86630,30849
78139,79731
50658,35737
54871,35528
97229,74848
11891,23710
80104,16466
70838,73510
91406,97336
88185,97294
59074,83742
34848,40546
43697,47386
58500,53721
42659,89343
19441,84512
64013,71427
67191,62008
57199,5103
60848,63623
32742,20588
79848,32815
15332,15843
24818,11693
36734,69138
45385,31335
61115,60522
35723,80606
28738,52278
67885,33091
36541,1062
40512,72141
50008,64512
89524,68493
4883,41376
17411,34897
40818,70512
25476,17652
1439,54246
63676,88645
44788,23749
69132,48954
99441,32616
53694,77586
1218,43067
59769,73640
53344,28908
30968,82595
37515,48197
6408,55924
31234,13996
19667,9998
45610,25613
85852,82960
83932,63662
62042,70331
56104,24309
38622,44032
63637,68937
14414,37661
98395,4011
18068,34520
93411,19074
32673,42814
8029,30229
12909,32913
82811,78462
5716,8378
14422,84711
24676,15112
73750,56508
40894,20040
75645,66419
76997,93529
84266,49218
93565,63075
95839,30267
15346,33815
25896,94037
66913,80477
20491,89388
52363,973
37932,13249
84025,65255
45760,78120
20374,7682
68852,98042
78169,56249
68168,46877
42049,29136
82698,42320
77327,92701
20897,68783
34121,18542
89713,90765
4737,34369
88869,32654
69065,77488
25368,58813
55239,71302
89585,35665
78634,45082
28463,1152
18439,58348
8357,31398
69094,94762
39091,43871
53227,29411
29911,19463
48384,23305
94688,78112
69021,80465
73794,51109
795,79690
48412,55847
57268,57853
19638,9326
54849,58231
40699,29040
83206,32211
61313,60754
93881,94268
31311,19880
42682,3096
25786,2853
73589,43246
90985,67351
35507,34372
62931,56006
18769,59952
76248,48841
4899,33179
27533,27851
71201,3583
98502,55725
32758,75213
39724,99433
40730,82701
43875,2671
54310,56603
46746,75298
16509,22832
71617,49898
3135,41798
58342,55800
33380,91572
9141,9885
8740,31575
13504,73558
95670,65247
84599,54999
54745,35618
53814,11184
97810,40942
88228,24970
65573,67273
84877,49148
30005,491
33944,97021
72633,11945
2800,46638
24672,9506
74619,80465
75316,98505
18834,89149
55863,86533
11620,77411
22765,44222
2728,43311
81353,3423
27383,95653
65265,18583
56630,11925
6467,54179
65168,41791
52398,3149
69636,32481
26855,79750
64995,57818
54689,59058
99926,96562
69053,72899
89251,97691
49161,76473
65322,71030
95321,73988
84603,76088
77989,93468
49945,90059
44678,4764
82047,13851
91977,30772
7548,19856
68530,74490
60513,42923
46448,18650
42071,20800
89162,60135
70638,84756
32918,76344
32581,85669
12364,30510
80363,82443
86429,92537
62337,68473
33825,12490
71477,4212
75594,61650
49992,70671
8936,94305
30808,18971
69039,93964
14587,91410
80857,52244
66225,92258
51989,43761
90019,3060
37095,67837
72533,31348
6378,73397
46361,96648
58631,93619
11173,60656
87981,59826
94923,56845
1606,63559
77523,25208
89908,26673
4260,28471
15198,12978
5639,38835
15443,2405
57403,8764
33167,60325
97693,93245
16028,79677
29779,40720
32688,33499
63228,51124
24315,16329
93158,78126
35686,16236
59531,53129
28694,30213
14575,6293
94769,75687
46003,73972
16872,55215
74466,40251
92612,67621
81119,24636
43194,2486
43551,34757
85220,32066
60666,91273
90097,77690
81864,47054
72907,8271
1817,92317
49095,35823
48967,35177
75379,79222
51283,41667
85537,17702
33401,16853
82272,49772
82419,63379
24205,29840
59208,25333
89241,30567
14595,89085
42030,43944
89317,71984
46876,90334
53056,26016
80611,61937
58071,92175
72342,62444
84851,67768
50223,44549
88247,51739
24810,95675
61439,80983
99700,67341
10034,24478
47436,5384
85357,5692
7729,29944
26722,84881
27595,78068
95446,75447
27826,71852
35718,2293
22019,71292
43504,94915
98650,68862
41540,14336
1859,58792
48308,62650
23033,6190
8633,59768
16147,22565
7825,92606
6805,11936
3629,4484
21362,56713
4567,87948
50480,70080
74159,74188
2645,35540
75446,47132
84962,2580
81607,63080
93608,96788
76609,38577
13063,37655
73853,88620
88060,9284
7898,63368
57366,29370
20964,37952
17249,98870
8141,57022
1236,61289
21179,9814
97533,71284
91731,44381
31297,34417
66417,15878
94892,12210
66463,69936
60310,37800
85679,62567
26124,89000
75364,23828
93191,59287
36465,1683
39453,2387
64073,46572
85011,76005
7436,50903
48225,61358
66136,91671
95083,95480
40318,10755
50576,97642
36886,27259
96728,86960
29685,15536
30464,56808
7668,22595
56323,52438
52790,50759
14781,26788
60678,92317
7700,74525
91629,93452
24349,41638
79908,10401
43622,20181
55688,44170
76232,25362
41451,77697
63285,53860
28206,42577
33256,81680
75671,9161
62183,70558
17297,23738
24146,33106
57852,2767
77433,30489
1434,84164
83938,75537
24963,51621
45358,82601
74193,89307
24170,87704
96041,77511
93430,9653
15271,61856
56121,75264
55585,94963
90568,15231
68969,34402
77721,10351
12536,96430
26183,85306
45537,76624
53446,82413
19479,12358
24788,14871
70886,14717
30342,38408
13752,21552
86109,7851
29021,80506
52605,97257
17847,67933
90882,37398
71527,43090
67183,35177
4356,89161
63833,82420
87898,95722
21292,98898
75399,3273
80154,79230
47365,8709
50052,36167
40410,85135
94451,74808
41321,24165
86666,58269
15185,29732
51329,17016
94055,57474
77899,20119
41793,51792
46746,56688
50044,80406
39898,61941
66275,53485
7660,72243
93253,86424
54665,65432
85219,90333
61336,17503
25424,52885
24121,57209
23153,97842
22977,70050
41545,50303
56118,755
43656,92152
62828,67053
71523,52485
49153,31606
33816,84863
13288,34620
96166,96420
90961,14287
71207,19236
16919,34587
69571,31115
92347,52653
39022,3545
10480,42847
40928,23346
25005,89937
71891,29605
59257,28746
69141,6993
19495,28935
6460,79083
29417,93913
1563,6032
84444,81209
34461,59702
38895,33785
17040,827
47009,32851
63383,55519
21708,280
48770,1033
20229,36729
61121,61083
64292,55948
26110,8418
73048,2432
68882,69123
46363,5050
55322,11239
18080,47373
27159,55756
48129,13014
98801,43429
23966,20062
86917,13564
8426,40089
36603,20775
86151,16659
5623,38203
51930,15683
95698,85081
96980,94319
15025,22541
65097,6643
73992,99792
70887,25152
2846,905
9188,35349
61378,24285
42897,44693
58819,8787
14840,54822
88849,67192
85947,3294
63990,56267
59143,67958
97821,91420
83574,36566
78789,98160
87635,77977
26392,60844
89184,56109
11714,91820
19295,48137
15482,54539
11421,30067
7768,85839
90024,26480
89217,30322
71353,13273
828,54380
51606,39531
88675,47355
28950,3693
18471,36126
45149,12918
19720,82205
96950,59968
84312,94464
77040,85493
91015,63583
80278,49119
82826,90172
23375,42896
96611,27299
28961,24882
12713,58711
64662,9754
44315,76998
77348,51307
33813,80980
77060,37445
89696,86481
48125,64654
90947,55300
26287,99760
62315,94343
30768,31777
767,39571
83064,9894
4103,62025
213,25818
81116,68021
77522,78848
5159,46212
41031,96874
50559,43614
42326,67941
21935,76080
28093,2005
26565,60870
73628,88035
15362,20376
25217,92202
43011,41825
38403,65111
42843,25854
49211,6079
3352,97880
51732,90922
53433,45282
8649,85846
27799,57757
22,32056
71937,70851
63453,55323
58670,92509
44750,96667
54781,33327
70555,29476
7961,99467
41952,43264
55503,70240
42818,84898
81166,72003
43784,59180
10290,91238
21833,21683
88812,61343
39492,94720
85997,31060
29576,41602
69989,37768
5229,90540
68400,2108
52334,5974
90232,98157
14871,96046
21424,42589
72548,14983
42658,18759
60075,27090
22612,77212
101,25571
2534,39290
13257,87231
51096,34194
73560,61692
49979,84754
83896,5836
45973,76928
79077,73521
56774,60105
41593,6020
53071,75672
35338,27938
66677,49750
92484,94927
60446,27273
62750,76126
39717,58516
30186,42015
78500,57712
39948,8152
42510,12905
24741,30413
20519,96998
52232,52964
12261,93730
54231,89943
11201,64031
96774,40364
11916,94248
34739,41217
39539,42857
83425,50974
77207,36804
53089,34904
87996,83808
28982,55739
91350,24554
82431,26458
68624,15177
72910,32887
98007,87977
13004,11529
9264,33811
5801,83566
49317,15507
13847,23493
249,61096
15514,27990
87698,69781
84164,11129
40913,3770
16178,6741
36196,67080
67319,1437
67470,82321
89555,11054
27799,40026
372,23695
27408,26647
88547,80685
79636,17186
54160,84071
14819,56224
87130,3812
18421,32808
52044,38217
66114,88210
5275,43684
43667,25521
98343,4702
14748,26353
20544,33162
28476,2710
6918,61390
84601,27909
53997,64318
7536,23677
97367,74122
57316,77133
5061,17183
40256,91961
26896,41695
94132,83315
9544,41406
11514,3175
58257,58394
8276,43102
89408,31290
88729,31010
34536,41335
14769,27810
7417,80318
59254,47338
49420,1630
40332,170
85422,40111
38286,55297
65426,91135
77822,45529
89978,14680
20358,95164
28875,7861
37903,49195
72753,40069
90456,25659
17131,45511
83045,89036
64942,98056
64925,13700
94395,76176
49026,34604
41454,9086
76481,29848
7656,47966
32530,10610
87147,22899
2050,49075
3473,58521
7685,38994
1286,11086
54314,5033
58889,94662
72744,83224
43278,29950
36922,13399
28806,5976
32279,23955
5600,66443
16119,49571
53931,21296
59443,97991
12062,98945
14464,60335
90037,86737
94964,17863
93085,71453
69929,14234
61530,38929
8957,15124
87833,24079
65694,60608
70246,91843
81510,93124
15895,21150
76718,97842
70787,64869
12461,21657
59174,33511
96114,45388
891,17386
46745,17458
44115,17133
86008,5112
26933,63222
37962,58238
9424,55386
40590,51123
43722,24643
96235,37900
26721,64192
65425,52659
89556,20970
70269,35760
70117,8928
69165,82534
37169,96936
87960,45178
22875,93620
57069,6774
64523,36979
40779,86171
9297,60235
18131,3846
41581,24546
66314,3525
66832,72201
6859,36272
8343,27972
29475,99845
37247,34376
98891,22625
87982,33050
56786,32688
76053,6155
12356,12918
24654,73090
95933,60095
11452,16298
86443,43973
79809,59250
880,28877
91283,65355
18029,26908
23620,66900
59907,81616
71153,78039
87427,59593
1685,78971
86467,25437
39239,7807
31779,49132
75377,58085
90451,76129
69235,13411
81342,13059
53390,34356
38983,71405
99040,48968
25363,31874
19477,33421
56557,26540
33966,37175
60739,32203
77144,63523
49254,42547
61604,23459
715,50033
69378,79386
55831,28291
37584,62137
12573,55623
96073,59472
58219,83396
36329,16263
83868,66054
2169,14669
65315,60453
91828,20045
61594,10585
46838,346
52863,31339
28644,83377
71231,6166
7604,60466
75510,27739
44035,56646
34890,87956
47924,40166
88650,97146
57569,7396
98491,45138
93513,10502
57209,90482
51483,47201
34995,56712
8210,30761
85411,61333
94286,50632
70813,10049
11167,74825
1166,74498
22036,66858
9669,38684
12375,9299
15950,59812
71651,39998
66126,88536
18295,26012
44755,82219
45351,35860
6139,86304
81294,61220
37234,1077
94117,58991
91947,54390
58778,21265
88669,37086
7557,48064
41696,51588
80716,3332
64290,56603
49127,58475
5897,67694
7036,65171
52173,39205
70376,21855
94079,21624
50173,18934
13432,16888
19941,17338
56525,56123
53300,48
40957,36574
60688,81229
62465,95731
73718,90047
94804,43095
91183,8868
85107,43851
43583,58286
55518,17877
34988,26093
44812,47984
95486,46822
8713,67196
86323,59312
48097,95081
27922,31141
59914,55844
94281,88707
18191,40803
77659,29790
23512,7855
42411,57829
74060,58030
51596,18400
74534,92703
21880,7283
44813,15737
42762,81774
37665,78967
78827,92044
61073,25899
55464,49128
44545,30546
27632,52147
5736,27663
4604,80027
78334,4164
1625,16933
71300,48916
98472,80470
45413,84278
52116,3192
69237,93997
1805,17221
80184,37718
67324,93168
84418,98271
61716,90035
54569,75022
48156,58155
80005,80230
33718,73478
74644,66060
24162,80550
68565,93172
84903,90487
23758,70774
32487,17008
13534,82173
81108,15755
64918,31092
26276,6938
89582,22864
78596,37575
67425,80865
44432,27646
97259,39961
81906,41741
88840,40208
83415,79228
36665,73101
15215,59075
45297,48008
65837,24072
99375,65439
92447,44138
79304,77211
24363,59666
70312,41695
94682,57718
93985,46345
33397,79182
96605,50962
45056,8162
51005,94084
67062,67387
64420,54913
41585,94999
56714,81012
28270,92280
41795,45692
7425,2630
66121,23891
21101,1791
10641,18477
65369,15461
70000,35730
63356,86008
84336,6491
39315,27655
72297,9898
45464,35726
88904,4764
69601,14118
32892,73418
42681,71132
73421,23081
31954,59945
56431,16396
47958,65541
87537,66470
48062,4744
42379,99543
43639,68942
47778,73767
72828,74198
26517,60903
21251,56429
86100,7140
31600,61578
38058,15027
63627,19986
88839,42929
2858,34491
94377,62386
65556,51053
52058,42894
69419,14409
67925,20314
45725,2368
6810,59154
13722,16102
301,22247
88422,33038
66512,62659
27954,65221
5579,27092
79153,59377
43911,54441
13390,5860
48774,91977
542,60117
12692,95529
62567,14557
75437,51557
25014,79990
22951,42407
39764,19671
13178,68186
59349,11142
67732,40023
96234,6753
56104,5881
92179,42627
1413,87433
91531,47535
15272,89001
73410,69537
36120,36541
71505,53489
49082,93827
75503,54940
26729,52991
2079,88814
98808,32687
73762,30790
75383,21109
80855,20748
21778,57817
75741,60098
54288,79494
68071,13915
91666,38999
10043,36554
42533,17069
47558,69484
30997,52339
76262,16631
55129,62353
41152,88468
19266,82731
91387,43719
98312,20809
33419,82185
16348,53604
42927,87743
12947,19294
60042,84730
20058,52487
61562,74304
53164,24916
99774,14619
65624,95212
56027,24717
98148,22491
72610,89954
37508,8705
75805,18880
71082,91033
58899,77685
56559,49862
95848,87456
2386,25552
9727,18173
68451,22939
87764,12792
58417,77244
4580,81358
82575,44170
98717,3407
6906,70641
41670,46963
64091,59447
2683,17726
33770,14591
47101,71026
81203,2498
11674,71686
9908,595
83354,51374
51035,57878
59102,95636
84723,78063
59950,3128
51624,80312
80680,49816
63338,61280
85160,89134
24595,29598
24380,90728
37051,79565
50793,97291
50622,38466
49851,18549
48538,314
24339,49964
65685,43681
33918,50845
27929,82141
87533,80046
72440,9105
96642,6133
41616,3052
29871,16426
36300,92121
76905,97126
63042,36497
68144,36755
86294,33409
69006,96374
15870,511
64106,85775
23376,6607
11099,69520
74472,13122
14807,30380
541,59923
61002,38853
6046,3573
2892,918
77216,26505
82629,67618
44196,88182
84080,86513
55258,58275
93664,29281
59533,75838
65811,81717
41973,49629
18096,64752
55373,40948
47220,17563
61959,36191
18603,67052
17147,98603
19219,8458
64549,61521
64411,34454
73951,7470
42434,89935
98698,70848
50097,24309
63384,195
9815,5064
64574,75420
82973,7456
69992,7142
39313,40158
66946,76558
23045,55743
41508,30097
84810,14906
10730,42497
92787,45695
11865,97895
4782,99373
67661,78449
71576,27631
75885,14798
65457,35647
55330,4858
86995,66105
19197,67932
45449,17414
339,73002
12613,73112
95771,14723
75025,30605
66245,46666
80063,50470
13346,42696
62193,59923
56383,76871
36327,3562
55907,53503
31123,92015
91733,64271
59691,56466
7051,88572
11792,52442
41699,79375
22271,96107
91989,6080
59972,71222
79940,42010
65740,15771
29458,20230
32262,19615
91197,99338
64556,26249
86745,35222
28790,50510
81246,81443
23976,56763
10360,90623
12020,35375
48200,71383
41231,43764
95678,43687
29110,37458
79943,74999
29757,54253
27213,91055
95706,67929
69263,10391
46158,98549
78567,61590
96940,90695
22314,98453
51996,59564
19330,41064
94363,47772
33961,66008
39128,32396
57587,77829
51184,48964
97232,64361
26391,12936
23184,45415
61174,17760
97094,45907
13358,38669
55862,95856
540,60952
47527,37741
8535,570
34361,79597
13672,76689
13537,41776
88925,9036
48031,38722
13468,47455
54493,68734
74031,83474
63425,9944
80966,46889
67274,41724
80601,23134
80304,26408
35907,91798
29754,1969
2232,61365
74030,80235
10687,50631
98872,14945
86350,7832
54240,10642
90120,66568
83978,39885
29182,31580
59698,38671
48587,88545
10056,64941
30438,37072
94061,42711
46517,28648
5064,97671
65627,66966
71223,34921
98601,20199
96125,73801
89536,1513
25444,82480
11018,31887
89953,78643
33921,99777
67954,26155
41543,12888
72057,79213
78610,53903
19378,88719
28735,51287
19449,13871
63240,73761
53163,46361
36579,14058
83050,7579
66224,15036
9538,8792
64013,92701
69351,90387
90987,33371
14088,56344
30317,1393
25874,28301
91395,45419
93586,37638
50002,68587
80091,60140
74272,65475
53327,46691
96420,45974
98560,8254
6033,290
49836,30903
28766,62315
56801,84518
38816,20688
56513,15753
37784,69715
61686,39777
38185,73149
23278,66817
1342,73739
29916,9894
95416,47465
1951,82528
23371,20273
45072,23013
26111,17157
15755,76386
40294,98281
41257,57322
44109,37524
34575,49913
12892,45573
17108,88944
90651,93086
90947,12659
76969,41093
32712,99139
82208,37377
80360,66186
60464,18517
57934,92320
48891,46382
50609,41105
25091,24245
73148,30107
64147,5842
18756,94853
6803,40517
56023,33797
49152,70837
84255,52049
44830,99922
50710,15775
35104,77145
24070,15464
82761,45699
42039,97262
38926,74022
21406,40209
24004,67384
17373,52671
12143,50979
92735,35411
47704,69214
42717,27196
67527,45304
92037,85124
61484,83120
15412,30686
33655,71959
84119,24894
58692,68815
17864,10666
10491,77737
30306,58088
72978,20496
64343,96570
36375,35755
56230,70550
19463,28480
69191,73738
52702,98856
35011,14630
54179,91666
9329,33116
84526,58415
58339,9048
85011,25494
37565,4211
34823,96070
8678,70008
58459,45191
16965,95415
8227,80330
33242,74153
87695,52836
66242,95145
45011,53572
91041,29237
18578,23822
68571,59580
17278,92172
44519,22809
34307,2076
32253,98883
84995,43956
47867,1267
26688,42108
8006,5824
61776,4142
28791,3585
95361,72924
536,49592
30122,59113
72998,23032
70153,60417
35689,68596
5975,39436
48487,15383
13357,61739
9409,81647
68923,84977
66608,8712
72838,88581
11565,69240
29499,6375
28226,15134
78351,55592
40136,91445
88660,50171
91403,20430
20368,4106
51185,40368
46330,42769
8522,73952
33359,3886
68841,77120
5694,99485
86607,12
6407,92508
56314,92812
535,45428
2298,27649
87840,19423
41382,84013
81524,50356
55393,84328
26395,46661
63487,42058
644,67154
45196,81236
68466,8561
2357,12701
42361,96869
59094,74146
45242,42263
39734,64071
31243,8547
47743,84263
89895,91241
84875,62214
4913,85890
96987,17188
70573,15204
82455,61241
24231,50186
90429,81892
73782,79113
29887,68380
15259,2448
5422,70622
45556,79868
31478,60632
91966,81113
71594,84957
41941,79667
58523,10777
16344,16213
70148,90841
15707,71970
63519,17515
30900,60309
25608,9245
62973,61261
69318,83819
29054,90173
86454,39793
38316,661
80588,39447
1525,63317
42664,42959
78082,17561
28023,77110
24758,90194
51607,2484
36008,84894
70239,13512
72348,39101
472,66911
9297,17486
